Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,16.700001,17.000000,16.680000,16.990000,10.074366,223670
2002-07-02,16.280001,16.700001,16.000000,16.629999,10.477590,748555
2002-07-03,16.570000,16.570000,16.059999,16.170000,10.187771,387850
2002-07-04,16.240000,16.240000,15.840000,15.920000,10.030262,188650
2002-07-05,16.200001,16.200001,15.900000,16.070000,10.124770,275475
2002-07-08,16.000000,16.480000,15.800000,15.990000,10.074365,236070
2002-07-09,16.320000,16.320000,15.900000,16.020000,10.093266,198935
2002-07-10,16.090000,16.180000,15.900000,16.000000,10.080665,161410
2002-07-11,15.900000,16.600000,15.800000,15.990000,10.074365,402230
2002-07-12,16.360001,16.360001,15.840000,15.930000,10.036562,130260
2002-07-15,16.000000,16.000000,15.160000,15.290000,9.633334,445625
2002-07-16,15.600000,15.600000,15.100000,15.180000,9.564031,243535
2002-07-17,15.110000,15.300000,14.900000,15.120000,9.526227,233110
2002-07-18,17.000000,17.000000,15.300000,15.300000,9.639636,115665
2002-07-19,15.400000,15.540000,15.320000,15.450000,9.734142,111775
2002-07-22,16.360001,16.400000,14.200000,14.900000,9.387620,578885
2002-07-23,14.440000,15.360000,14.440000,15.210000,9.582932,158915
2002-07-24,15.300000,15.550000,15.110000,15.370000,9.683738,153090
2002-07-25,15.940000,15.980000,15.240000,15.370000,9.683738,157195
2002-07-26,15.400000,15.620000,15.000000,15.390000,9.696341,418445
2002-07-29,15.200000,15.200000,14.000000,14.440000,9.097800,557490
2002-07-30,14.720000,14.940000,13.950000,13.980000,8.807980,645035
2002-07-31,13.600000,14.400000,13.600000,14.310000,9.015895,175245
2002-08-01,14.560000,14.760000,14.230000,14.430000,9.091500,284885
2002-08-02,14.100000,14.380000,14.100000,14.170000,8.927689,138610
2002-08-05,14.400000,14.490000,14.150000,14.330000,9.028494,483800
2002-08-06,14.400000,14.500000,14.000000,14.090000,8.877284,350215
2002-08-07,14.350000,14.350000,14.110000,14.200000,8.946589,127170
2002-08-08,14.250000,14.360000,13.850000,13.930000,8.776479,334215
2002-08-09,14.100000,14.300000,13.910000,14.220000,8.959192,172495
2002-08-12,14.400000,14.600000,14.200000,14.500000,9.135602,121055
2002-08-13,14.580000,14.760000,14.400000,14.680000,9.249012,76935
2002-08-14,14.780000,14.780000,14.500000,14.580000,9.186006,60285
2002-08-15,14.580000,14.580000,14.580000,14.580000,9.186006,0
2002-08-16,14.700000,14.700000,14.370000,14.440000,9.097800,59450
2002-08-19,14.600000,14.600000,14.390000,14.530000,9.154503,57045
